Organization,Category,Item,Week,Starting_Quantity,Incoming,Outgoing
Bright Futures,Food,Cereal,19,953,128,123
Bright Futures,Food,Cereal,20,858,57,152
Bright Futures,Food,Cereal,21,887,80,51
Bright Futures,Food,Cereal,22,824,70,133
Bright Futures,Food,Cereal,23,805,111,130
Bright Futures,Food,Cereal,24,872,139,72
Bright Futures,Food,Cereal,25,818,75,129
Bright Futures,Food,Cereal,26,888,149,79
Bright Futures,Food,Cereal,27,904,114,98
Bright Futures,Food,Cereal,28,815,64,153
Bright Futures,Food,Cereal,29,815,50,50
Bright Futures,Food,Cereal,30,878,104,41
Bright Futures,Food,Cereal,31,858,114,134
Bright Futures,Food,Cereal,32,896,93,55
Bright Futures,Food,Cereal,33,822,71,145
Bright Futures,Food,Cereal,34,803,67,86
Bright Futures,Food,Cereal,35,864,130,69
Bright Futures,Food,Cereal,36,785,59,138
Bright Futures,Food,Cereal,37,791,107,101
Bright Futures,Food,Cereal,38,806,134,119
Bright Futures,Food,Cereal,39,755,55,106
Bright Futures,Food,Cereal,40,763,90,82
Bright Futures,Food,Cereal,41,781,134,116
Bright Futures,Food,Cereal,42,751,67,97
Bright Futures,Food,Cereal,43,733,109,127
Bright Futures,Food,Cereal,44,652,76,157
Bright Futures,Food,Cereal,45,708,117,61
Bright Futures,Food,Cereal,46,702,73,79
Bright Futures,Food,Cereal,47,720,123,105
Bright Futures,Food,Cereal,48,764,89,45
Bright Futures,Food,Cereal,49,711,67,120
Bright Futures,Food,Cereal,50,698,136,149
Bright Futures,Food,Cereal,51,717,79,60
Bright Futures,Food,Cereal,52,779,111,49
Bright Futures,Food,Cereal,53,726,62,115
Bright Futures,Food,Cereal,54,677,58,107
Bright Futures,Food,Cereal,55,702,88,63
Bright Futures,Food,Cereal,56,643,83,142
Bright Futures,Food,Cereal,57,673,110,80
Bright Futures,Food,Cereal,58,609,54,118
Bright Futures,Food,Cereal,59,665,99,43
Bright Futures,Food,Cereal,60,674,100,91
Bright Futures,Food,Cereal,61,715,88,47
Bright Futures,Food,Cereal,62,682,94,127
Bright Futures,Food,Cereal,63,601,77,158
Bright Futures,Food,Cereal,64,573,76,104
Bright Futures,Food,Cereal,65,536,83,120
Bright Futures,Food,Cereal,66,546,111,101
Bright Futures,Food,Cereal,67,568,87,65
Bright Futures,Food,Cereal,68,563,73,78
Bright Futures,Food,Cereal,69,500,70,133
Bright Futures,Food,Cereal,70,442,96,154
Bright Futures,Food,Cereal,71,487,97,52
Bright Futures,Food,Cereal,72,468,52,71
Bright Futures,Food,Cereal,73,494,84,58
Bright Futures,Food,Cereal,74,470,63,87
Bright Futures,Food,Cereal,75,485,135,120
Bright Futures,Food,Cereal,76,518,117,84
Bright Futures,Food,Cereal,77,483,68,103
Bright Futures,Food,Cereal,78,480,115,118
Bright Futures,Food,Cereal,79,481,115,114
Bright Futures,Food,Cereal,80,449,94,126
Bright Futures,Food,Cereal,81,466,123,106
Bright Futures,Food,Cereal,82,542,118,42
Bright Futures,Food,Cereal,83,513,87,116
Bright Futures,Food,Cereal,84,482,91,122
Bright Futures,Food,Cereal,85,482,89,89
Bright Futures,Food,Cereal,86,503,84,63
Bright Futures,Food,Cereal,87,584,137,56
Bright Futures,Food,Cereal,88,560,89,113
Bright Futures,Food,Cereal,89,592,115,83
Bright Futures,Food,Cereal,90,619,72,45
Bright Futures,Food,Cereal,91,674,115,60
Bright Futures,Food,Cereal,92,606,84,152
Bright Futures,Food,Cereal,93,638,78,46
Bright Futures,Food,Cereal,94,688,142,92
Bright Futures,Food,Cereal,95,712,86,62
Bright Futures,Food,Cereal,96,811,146,47
Bright Futures,Food,Cereal,97,787,125,149
Bright Futures,Food,Cereal,98,835,97,49
Bright Futures,Food,Cereal,99,807,128,156
Bright Futures,Food,Cereal,100,751,73,129
Bright Futures,Food,Cereal,101,702,96,145
Bright Futures,Food,Cereal,102,726,102,78
Bright Futures,Food,Cereal,103,737,116,105
Bright Futures,Food,Cereal,104,732,55,60
Bright Futures,Clothing,Shirts,1,420,123,75
Bright Futures,Clothing,Shirts,2,328,52,144
Bright Futures,Clothing,Shirts,3,340,137,125
Bright Futures,Clothing,Shirts,4,386,127,81
Bright Futures,Clothing,Shirts,5,397,94,83
Bright Futures,Clothing,Shirts,6,465,140,72
Bright Futures,Clothing,Shirts,7,449,109,125
Bright Futures,Clothing,Shirts,8,469,142,122
Bright Futures,Clothing,Shirts,9,492,132,109
Bright Futures,Clothing,Shirts,10,508,132,116
Bright Futures,Clothing,Shirts,11,458,75,125
Bright Futures,Clothing,Shirts,12,389,70,139
Bright Futures,Clothing,Shirts,13,354,51,86
Bright Futures,Clothing,Shirts,14,367,79,66
Bright Futures,Clothing,Shirts,15,428,120,59
Bright Futures,Clothing,Shirts,16,393,99,134
Bright Futures,Clothing,Shirts,17,413,72,52
Bright Futures,Clothing,Shirts,18,500,130,43
Bright Futures,Clothing,Shirts,19,504,63,59
Bright Futures,Clothing,Shirts,20,524,62,42
Bright Futures,Clothing,Shirts,21,534,139,129
Bright Futures,Clothing,Shirts,22,530,131,135
Bright Futures,Clothing,Shirts,23,571,127,86
Bright Futures,Clothing,Shirts,24,583,52,40
Bright Futures,Clothing,Shirts,25,659,139,63
Bright Futures,Clothing,Shirts,26,690,84,53
Bright Futures,Clothing,Shirts,27,754,116,52
Bright Futures,Clothing,Shirts,28,761,96,89
Bright Futures,Clothing,Shirts,29,764,127,124
Bright Futures,Clothing,Shirts,30,797,75,42
Bright Futures,Clothing,Shirts,31,818,100,79
Bright Futures,Clothing,Shirts,32,860,117,75
Bright Futures,Clothing,Shirts,33,814,100,146
Bright Futures,Clothing,Shirts,34,721,50,143
Bright Futures,Clothing,Shirts,35,757,82,46
Bright Futures,Clothing,Shirts,36,699,101,159
Bright Futures,Clothing,Shirts,37,693,60,66
Bright Futures,Clothing,Shirts,38,631,63,125
Bright Futures,Clothing,Shirts,39,675,129,85
Bright Futures,Clothing,Shirts,40,648,125,152
Bright Futures,Clothing,Shirts,41,644,59,63
Bright Futures,Clothing,Shirts,42,605,110,149
Bright Futures,Clothing,Shirts,43,547,67,125
Bright Futures,Clothing,Shirts,44,549,58,56
Bright Futures,Clothing,Shirts,45,604,107,52
Bright Futures,Clothing,Shirts,46,563,99,140
Bright Futures,Clothing,Shirts,47,494,55,124
Bright Futures,Clothing,Shirts,48,519,100,75
Bright Futures,Clothing,Shirts,49,500,120,139
Bright Futures,Clothing,Shirts,50,524,74,50
Bright Futures,Clothing,Shirts,51,564,93,53
Bright Futures,Clothing,Shirts,52,529,78,113
Bright Futures,Clothing,Shirts,53,477,99,151
Bright Futures,Clothing,Shirts,54,420,54,111
Bright Futures,Clothing,Shirts,55,411,118,127
Bright Futures,Clothing,Shirts,56,452,106,65
Bright Futures,Clothing,Shirts,57,452,55,55
Bright Futures,Clothing,Shirts,58,422,109,139
Bright Futures,Clothing,Shirts,59,369,61,114
Bright Futures,Clothing,Shirts,60,319,52,102
Bright Futures,Clothing,Shirts,61,331,113,101
Bright Futures,Clothing,Shirts,62,328,55,58
Bright Futures,Clothing,Shirts,63,276,67,119
Bright Futures,Clothing,Shirts,64,330,136,82
Bright Futures,Clothing,Shirts,65,410,122,42
Bright Futures,Clothing,Shirts,66,454,121,77
Bright Futures,Clothing,Shirts,67,456,117,115
Bright Futures,Clothing,Shirts,68,415,93,134
Bright Futures,Clothing,Shirts,69,397,138,156
Bright Futures,Clothing,Shirts,70,424,129,102
Bright Futures,Clothing,Shirts,71,412,91,103
Bright Futures,Clothing,Shirts,72,398,103,117
Bright Futures,Clothing,Shirts,73,380,126,144
Bright Futures,Clothing,Shirts,74,385,120,115
Bright Futures,Clothing,Shirts,75,318,86,153
Bright Futures,Clothing,Shirts,76,330,53,41
Bright Futures,Clothing,Shirts,77,395,148,83
Bright Futures,Clothing,Shirts,78,404,116,107
Bright Futures,Clothing,Shirts,79,407,125,122
Bright Futures,Clothing,Shirts,80,429,123,101
Bright Futures,Clothing,Shirts,81,423,50,56
Bright Futures,Clothing,Shirts,82,440,65,48
Bright Futures,Clothing,Shirts,83,430,102,112
Bright Futures,Clothing,Shirts,84,380,108,158
Bright Futures,Clothing,Shirts,85,387,58,51
Bright Futures,Clothing,Shirts,86,423,90,54
Bright Futures,Clothing,Shirts,87,424,115,114
Bright Futures,Clothing,Shirts,88,437,60,47
Bright Futures,Clothing,Shirts,89,406,104,135
Bright Futures,Clothing,Shirts,90,369,55,92
Bright Futures,Clothing,Shirts,91,360,69,78
Bright Futures,Clothing,Shirts,92,397,148,111
Bright Futures,Clothing,Shirts,93,384,83,96
Bright Futures,Clothing,Shirts,94,342,68,110
Bright Futures,Clothing,Shirts,95,301,80,121
Bright Futures,Clothing,Shirts,96,337,89,53
Bright Futures,Clothing,Shirts,97,366,149,120
Bright Futures,Clothing,Shirts,98,369,86,83
Bright Futures,Clothing,Shirts,99,330,58,97
Bright Futures,Clothing,Shirts,100,251,69,148
Bright Futures,Clothing,Shirts,101,303,141,89
Bright Futures,Clothing,Shirts,102,228,69,144
Bright Futures,Clothing,Shirts,103,157,85,156
Bright Futures,Clothing,Shirts,104,122,76,111
Bright Futures,Clothing,Pants,1,581,50,56
Bright Futures,Clothing,Pants,2,516,58,123
Bright Futures,Clothing,Pants,3,475,94,135
Bright Futures,Clothing,Pants,4,519,115,71
Bright Futures,Clothing,Pants,5,565,94,48
Bright Futures,Clothing,Pants,6,521,79,123
Bright Futures,Clothing,Pants,7,509,87,99
Bright Futures,Clothing,Pants,8,515,50,44
Bright Futures,Clothing,Pants,9,489,112,138
Bright Futures,Clothing,Pants,10,470,85,104
Bright Futures,Clothing,Pants,11,485,127,112
Bright Futures,Clothing,Pants,12,565,143,63
Bright Futures,Clothing,Pants,13,465,53,153
Bright Futures,Clothing,Pants,14,464,127,128
Bright Futures,Clothing,Pants,15,517,117,64
Bright Futures,Clothing,Pants,16,502,123,138
Bright Futures,Clothing,Pants,17,413,56,145
Bright Futures,Clothing,Pants,18,368,62,107
Bright Futures,Clothing,Pants,19,364,92,96
Bright Futures,Clothing,Pants,20,290,85,159
Bright Futures,Clothing,Pants,21,232,63,121
Bright Futures,Clothing,Pants,22,218,121,135
Bright Futures,Clothing,Pants,23,149,76,145
Bright Futures,Clothing,Pants,24,109,86,126
Bright Futures,Clothing,Pants,25,114,120,115
Bright Futures,Clothing,Pants,26,82,74,106
Bright Futures,Clothing,Pants,27,178,139,43
Bright Futures,Clothing,Pants,28,209,149,118
Bright Futures,Clothing,Pants,29,222,145,132
Bright Futures,Clothing,Pants,30,221,123,124
Bright Futures,Clothing,Pants,31,136,65,150
Bright Futures,Clothing,Pants,32,136,68,68
Bright Futures,Clothing,Pants,33,179,100,57
Bright Futures,Clothing,Pants,34,203,107,83
Bright Futures,Clothing,Pants,35,164,65,104
Bright Futures,Clothing,Pants,36,120,51,95
Bright Futures,Clothing,Pants,37,106,128,142
Bright Futures,Clothing,Pants,38,79,77,104
Bright Futures,Clothing,Pants,39,0,54,145
Bright Futures,Clothing,Pants,40,0,71,156
Bright Futures,Clothing,Pants,41,0,149,149
Bright Futures,Clothing,Pants,42,0,62,104
Bright Futures,Clothing,Pants,43,0,65,158
Bright Futures,Clothing,Pants,44,32,135,103
Bright Futures,Clothing,Pants,45,0,81,119
Bright Futures,Clothing,Pants,46,0,100,118
Bright Futures,Clothing,Pants,47,22,107,85
Bright Futures,Clothing,Pants,48,0,101,145
Bright Futures,Clothing,Pants,49,0,112,115
Bright Futures,Clothing,Pants,50,5,109,104
Bright Futures,Clothing,Pants,51,0,130,144
Bright Futures,Clothing,Pants,52,0,104,154
Bright Futures,Clothing,Pants,53,0,106,153
Bright Futures,Clothing,Pants,54,31,141,110
Bright Futures,Clothing,Pants,55,28,122,125
Bright Futures,Clothing,Pants,56,0,75,156
Bright Futures,Clothing,Pants,57,0,61,110
Bright Futures,Clothing,Pants,58,9,95,86
Bright Futures,Clothing,Pants,59,60,128,77
Bright Futures,Clothing,Pants,60,77,70,53
Bright Futures,Clothing,Pants,61,17,51,111
Bright Futures,Clothing,Pants,62,0,119,140
Bright Futures,Clothing,Pants,63,0,82,144
Bright Futures,Clothing,Pants,64,0,55,155
Bright Futures,Clothing,Pants,65,0,139,142
Bright Futures,Clothing,Pants,66,33,86,53
Bright Futures,Clothing,Pants,67,72,86,47
Bright Futures,Clothing,Pants,68,146,126,52
Bright Futures,Clothing,Pants,69,89,89,146
Bright Futures,Clothing,Pants,70,133,141,97
Bright Futures,Clothing,Pants,71,104,67,96
Bright Futures,Clothing,Pants,72,159,132,77
Bright Futures,Clothing,Pants,73,115,81,125
Bright Futures,Clothing,Pants,74,114,115,116
Bright Futures,Clothing,Pants,75,186,136,64
Bright Futures,Clothing,Pants,76,230,141,97
Bright Futures,Clothing,Pants,77,282,124,72
Bright Futures,Clothing,Pants,78,314,137,105
Bright Futures,Clothing,Pants,79,273,79,120
Bright Futures,Clothing,Pants,80,215,83,141
Bright Futures,Clothing,Pants,81,242,135,108
Bright Futures,Clothing,Pants,82,260,97,79
Bright Futures,Clothing,Pants,83,241,100,119
Bright Futures,Clothing,Pants,84,174,62,129
Bright Futures,Clothing,Pants,85,99,80,155
Bright Futures,Clothing,Pants,86,85,88,102
Bright Futures,Clothing,Pants,87,56,97,126
Bright Futures,Clothing,Pants,88,53,97,100
Bright Futures,Clothing,Pants,89,0,61,117
Bright Futures,Clothing,Pants,90,48,105,57
Bright Futures,Clothing,Pants,91,57,76,67
Bright Futures,Clothing,Pants,92,69,131,119
Bright Futures,Clothing,Pants,93,115,101,55
Bright Futures,Clothing,Pants,94,144,126,97
Bright Futures,Clothing,Pants,95,238,142,48
Bright Futures,Clothing,Pants,96,246,75,67
Bright Futures,Clothing,Pants,97,297,126,75
Bright Futures,Clothing,Pants,98,269,58,86
Bright Futures,Clothing,Pants,99,306,127,90
Bright Futures,Clothing,Pants,100,275,125,156
Bright Futures,Clothing,Pants,101,310,106,71
Bright Futures,Clothing,Pants,102,330,116,96
Bright Futures,Clothing,Pants,103,278,103,155
Bright Futures,Clothing,Pants,104,242,65,101
Bright Futures,Clothing,Jackets,1,433,145,95
Bright Futures,Clothing,Jackets,2,449,72,56
Bright Futures,Clothing,Jackets,3,501,129,77
Bright Futures,Clothing,Jackets,4,500,121,122
Bright Futures,Clothing,Jackets,5,482,79,97
Bright Futures,Clothing,Jackets,6,512,147,117
Bright Futures,Clothing,Jackets,7,436,71,147
Bright Futures,Clothing,Jackets,8,448,66,54
Bright Futures,Clothing,Jackets,9,474,97,71
Bright Futures,Clothing,Jackets,10,476,126,124
Bright Futures,Clothing,Jackets,11,429,89,136
Bright Futures,Clothing,Jackets,12,438,106,97
Bright Futures,Clothing,Jackets,13,440,140,138
Bright Futures,Clothing,Jackets,14,438,65,67
Bright Futures,Clothing,Jackets,15,435,147,150
Bright Futures,Clothing,Jackets,16,405,50,80
Bright Futures,Clothing,Jackets,17,432,97,70
Bright Futures,Clothing,Jackets,18,370,85,147
Bright Futures,Clothing,Jackets,19,380,82,72
Bright Futures,Clothing,Jackets,20,449,131,62
Bright Futures,Clothing,Jackets,21,432,109,126
Bright Futures,Clothing,Jackets,22,431,128,129
Bright Futures,Clothing,Jackets,23,382,79,128
Bright Futures,Clothing,Jackets,24,357,94,119
Bright Futures,Clothing,Jackets,25,294,88,151
Bright Futures,Clothing,Jackets,26,271,94,117
Bright Futures,Clothing,Jackets,27,350,130,51
Bright Futures,Clothing,Jackets,28,421,142,71
Bright Futures,Clothing,Jackets,29,463,105,63
Bright Futures,Clothing,Jackets,30,366,62,159
Bright Futures,Clothing,Jackets,31,317,69,118
Bright Futures,Clothing,Jackets,32,330,105,92
Bright Futures,Clothing,Jackets,33,354,117,93
Bright Futures,Clothing,Jackets,34,370,83,67
Bright Futures,Clothing,Jackets,35,428,99,41
Bright Futures,Clothing,Jackets,36,506,143,65
Bright Futures,Clothing,Jackets,37,520,100,86
Bright Futures,Clothing,Jackets,38,472,75,123
Bright Futures,Clothing,Jackets,39,454,141,159
Bright Futures,Clothing,Jackets,40,473,133,114
Bright Futures,Clothing,Jackets,41,496,123,100
Bright Futures,Clothing,Jackets,42,492,72,76
Bright Futures,Clothing,Jackets,43,491,90,91
Bright Futures,Clothing,Jackets,44,475,132,148
Bright Futures,Clothing,Jackets,45,518,131,88
Bright Futures,Clothing,Jackets,46,549,76,45
Bright Futures,Clothing,Jackets,47,567,123,105
Bright Futures,Clothing,Jackets,48,563,73,77
Bright Futures,Clothing,Jackets,49,573,77,67
Bright Futures,Clothing,Jackets,50,588,115,100
Bright Futures,Clothing,Jackets,51,575,95,108
Bright Futures,Clothing,Jackets,52,586,124,113
Bright Futures,Clothing,Jackets,53,580,92,98
Bright Futures,Clothing,Jackets,54,577,51,54
Bright Futures,Clothing,Jackets,55,553,86,110
Bright Futures,Clothing,Jackets,56,485,69,137
Bright Futures,Clothing,Jackets,57,496,84,73
Bright Futures,Clothing,Jackets,58,561,135,70
Bright Futures,Clothing,Jackets,59,639,136,58
Bright Futures,Clothing,Jackets,60,693,117,63
Bright Futures,Clothing,Jackets,61,748,133,78
Bright Futures,Clothing,Jackets,62,796,141,93
Bright Futures,Clothing,Jackets,63,828,88,56
Bright Futures,Clothing,Jackets,64,739,68,157
Bright Futures,Clothing,Jackets,65,762,97,74
Bright Futures,Clothing,Jackets,66,757,81,86
Bright Futures,Clothing,Jackets,67,750,96,103
Bright Futures,Clothing,Jackets,68,703,95,142
Bright Futures,Clothing,Jackets,69,654,84,133
Bright Futures,Clothing,Jackets,70,639,66,81
Bright Futures,Clothing,Jackets,71,608,78,109
Bright Futures,Clothing,Jackets,72,554,66,120
Bright Futures,Clothing,Jackets,73,554,63,63
Bright Futures,Clothing,Jackets,74,571,106,89
Bright Futures,Clothing,Jackets,75,537,106,140
Bright Futures,Clothing,Jackets,76,504,110,143
Bright Futures,Clothing,Jackets,77,498,88,94
Bright Futures,Clothing,Jackets,78,568,145,75
Bright Futures,Clothing,Jackets,79,503,86,151
Bright Futures,Clothing,Jackets,80,500,63,66
Bright Futures,Clothing,Jackets,81,562,132,70
Bright Futures,Clothing,Jackets,82,543,122,141
Bright Futures,Clothing,Jackets,83,551,130,122
Bright Futures,Clothing,Jackets,84,537,93,107
Bright Futures,Clothing,Jackets,85,538,97,96
Bright Futures,Clothing,Jackets,86,601,124,61
Bright Futures,Clothing,Jackets,87,534,53,120
Bright Futures,Clothing,Jackets,88,570,121,85
Bright Futures,Clothing,Jackets,89,605,108,73
Bright Futures,Clothing,Jackets,90,595,60,70
Bright Futures,Clothing,Jackets,91,496,60,159
Bright Futures,Clothing,Jackets,92,524,105,77
Bright Futures,Clothing,Jackets,93,445,70,149
Bright Futures,Clothing,Jackets,94,539,143,49
Bright Futures,Clothing,Jackets,95,484,75,130
Bright Futures,Clothing,Jackets,96,399,57,142
Bright Futures,Clothing,Jackets,97,357,57,99
Bright Futures,Clothing,Jackets,98,320,121,158
Bright Futures,Clothing,Jackets,99,348,83,55
Bright Futures,Clothing,Jackets,100,284,62,126
Bright Futures,Clothing,Jackets,101,279,125,130
Bright Futures,Clothing,Jackets,102,215,71,135
Bright Futures,Clothing,Jackets,103,188,76,103
Bright Futures,Clothing,Jackets,104,91,51,148
Bright Futures,Clothing,Shoes,1,636,146,65
Bright Futures,Clothing,Shoes,2,655,141,122
Bright Futures,Clothing,Shoes,3,637,118,136
Bright Futures,Clothing,Shoes,4,701,133,69
Bright Futures,Clothing,Shoes,5,681,57,77
Bright Futures,Clothing,Shoes,6,671,110,120
Bright Futures,Clothing,Shoes,7,679,114,106
Bright Futures,Clothing,Shoes,8,645,95,129
Bright Futures,Clothing,Shoes,9,678,144,111
Bright Futures,Clothing,Shoes,10,672,92,98
Bright Futures,Clothing,Shoes,11,656,95,111
Bright Futures,Clothing,Shoes,12,662,84,78
Bright Futures,Clothing,Shoes,13,713,141,90
Bright Futures,Clothing,Shoes,14,647,53,119
Bright Futures,Clothing,Shoes,15,650,126,123
Bright Futures,Clothing,Shoes,16,706,100,44
Bright Futures,Clothing,Shoes,17,670,104,140
Bright Futures,Clothing,Shoes,18,676,69,63
Bright Futures,Clothing,Shoes,19,688,85,73
Bright Futures,Clothing,Shoes,20,718,103,73
Bright Futures,Clothing,Shoes,21,794,132,56
Bright Futures,Clothing,Shoes,22,720,54,128
Bright Futures,Clothing,Shoes,23,693,67,94
Bright Futures,Clothing,Shoes,24,706,102,89
Bright Futures,Clothing,Shoes,25,697,121,130
Bright Futures,Clothing,Shoes,26,741,128,84
Bright Futures,Clothing,Shoes,27,748,62,55
Bright Futures,Clothing,Shoes,28,760,135,123
Bright Futures,Clothing,Shoes,29,763,62,59
Bright Futures,Clothing,Shoes,30,740,115,138
Bright Futures,Clothing,Shoes,31,678,96,158
Bright Futures,Clothing,Shoes,32,662,68,84
Bright Futures,Clothing,Shoes,33,655,86,93
Bright Futures,Clothing,Shoes,34,657,55,53
Bright Futures,Clothing,Shoes,35,585,53,125
Bright Futures,Clothing,Shoes,36,547,104,142
Bright Futures,Clothing,Shoes,37,623,149,73
Bright Futures,Clothing,Shoes,38,653,76,46
Bright Futures,Clothing,Shoes,39,619,52,86
Bright Futures,Clothing,Shoes,40,724,146,41
Bright Futures,Clothing,Shoes,41,789,129,64
Bright Futures,Clothing,Shoes,42,780,109,118
Bright Futures,Clothing,Shoes,43,799,73,54
Bright Futures,Clothing,Shoes,44,890,144,53
Bright Futures,Clothing,Shoes,45,876,103,117
Bright Futures,Clothing,Shoes,46,814,55,117
Bright Futures,Clothing,Shoes,47,887,130,57
Bright Futures,Clothing,Shoes,48,802,69,154
Bright Futures,Clothing,Shoes,49,793,111,120
Bright Futures,Clothing,Shoes,50,843,129,79
Bright Futures,Clothing,Shoes,51,840,88,91
Bright Futures,Clothing,Shoes,52,774,81,147
Bright Futures,Clothing,Shoes,53,830,122,66
Bright Futures,Clothing,Shoes,54,795,101,136
Bright Futures,Clothing,Shoes,55,794,112,113
Bright Futures,Clothing,Shoes,56,850,112,56
Bright Futures,Clothing,Shoes,57,809,98,139
Bright Futures,Clothing,Shoes,58,818,130,121
Bright Futures,Clothing,Shoes,59,753,72,137
Bright Futures,Clothing,Shoes,60,822,121,52
Bright Futures,Clothing,Shoes,61,798,72,96
Bright Futures,Clothing,Shoes,62,816,111,93
Bright Futures,Clothing,Shoes,63,760,69,125
Bright Futures,Clothing,Shoes,64,799,101,62
Bright Futures,Clothing,Shoes,65,777,84,106
Bright Futures,Clothing,Shoes,66,788,83,72
Bright Futures,Clothing,Shoes,67,763,95,120
Bright Futures,Clothing,Shoes,68,799,94,58
Bright Futures,Clothing,Shoes,69,816,143,126
Bright Futures,Clothing,Shoes,70,763,64,117
Bright Futures,Clothing,Shoes,71,800,115,78
Bright Futures,Clothing,Shoes,72,758,67,109
Bright Futures,Clothing,Shoes,73,795,108,71
Bright Futures,Clothing,Shoes,74,786,70,79
Bright Futures,Clothing,Shoes,75,861,141,66
Bright Futures,Clothing,Shoes,76,776,51,136
Bright Futures,Clothing,Shoes,77,827,129,78
Bright Futures,Clothing,Shoes,78,867,135,95
Bright Futures,Clothing,Shoes,79,834,62,95
Bright Futures,Clothing,Shoes,80,832,115,117
Bright Futures,Clothing,Shoes,81,796,105,141
Bright Futures,Clothing,Shoes,82,770,77,103
Bright Futures,Clothing,Shoes,83,769,120,121
Bright Futures,Clothing,Shoes,84,787,113,95
Bright Futures,Clothing,Shoes,85,719,90,158
Bright Futures,Clothing,Shoes,86,788,149,80
Bright Futures,Clothing,Shoes,87,790,149,147
Bright Futures,Clothing,Shoes,88,747,53,96
Bright Futures,Clothing,Shoes,89,699,79,127
Bright Futures,Clothing,Shoes,90,747,133,85
Bright Futures,Clothing,Shoes,91,782,105,70
Bright Futures,Clothing,Shoes,92,873,137,46
Bright Futures,Clothing,Shoes,93,896,139,116
Bright Futures,Clothing,Shoes,94,952,103,47
Bright Futures,Clothing,Shoes,95,948,104,108
Bright Futures,Clothing,Shoes,96,989,93,52
Bright Futures,Clothing,Shoes,97,1072,142,59
Bright Futures,Clothing,Shoes,98,1128,127,71
Bright Futures,Clothing,Shoes,99,1148,109,89
Bright Futures,Clothing,Shoes,100,1065,76,159
Bright Futures,Clothing,Shoes,101,1048,74,91
Bright Futures,Clothing,Shoes,102,1105,117,60
Bright Futures,Clothing,Shoes,103,1094,67,78
Bright Futures,Clothing,Shoes,104,1066,64,92
Bright Futures,Clothing,Blankets,1,599,97,91
Bright Futures,Clothing,Blankets,2,625,137,111
Bright Futures,Clothing,Blankets,3,578,77,124
Bright Futures,Clothing,Blankets,4,486,65,157
Bright Futures,Clothing,Blankets,5,477,65,74
Bright Futures,Clothing,Blankets,6,431,66,112
Bright Futures,Clothing,Blankets,7,488,148,91
Bright Futures,Clothing,Blankets,8,488,142,142
Bright Futures,Clothing,Blankets,9,568,131,51
Bright Futures,Clothing,Blankets,10,613,132,87
Bright Futures,Clothing,Blankets,11,525,71,159
Bright Futures,Clothing,Blankets,12,532,98,91
Bright Futures,Clothing,Blankets,13,620,128,40
Bright Futures,Clothing,Blankets,14,632,115,103
Bright Futures,Clothing,Blankets,15,564,57,125
Bright Futures,Clothing,Blankets,16,533,74,105
Bright Futures,Clothing,Blankets,17,543,122,112
Bright Futures,Clothing,Blankets,18,560,126,109
Bright Futures,Clothing,Blankets,19,585,143,118
Bright Futures,Clothing,Blankets,20,593,100,92
Bright Futures,Clothing,Blankets,21,568,64,89
Bright Futures,Clothing,Blankets,22,574,120,114
Bright Futures,Clothing,Blankets,23,582,87,79
Bright Futures,Clothing,Blankets,24,543,115,154
Bright Futures,Clothing,Blankets,25,518,88,113
Bright Futures,Clothing,Blankets,26,538,66,46
Bright Futures,Clothing,Blankets,27,519,88,107
Bright Futures,Clothing,Blankets,28,513,84,90
Bright Futures,Clothing,Blankets,29,534,96,75
Bright Futures,Clothing,Blankets,30,513,113,134
Bright Futures,Clothing,Blankets,31,507,138,144
Bright Futures,Clothing,Blankets,32,512,62,57
Bright Futures,Clothing,Blankets,33,431,70,151
Bright Futures,Clothing,Blankets,34,406,114,139
Bright Futures,Clothing,Blankets,35,308,57,155
Bright Futures,Clothing,Blankets,36,281,97,124
Bright Futures,Clothing,Blankets,37,218,92,155
Bright Futures,Clothing,Blankets,38,164,102,156
Bright Futures,Clothing,Blankets,39,232,134,66
Bright Futures,Clothing,Blankets,40,238,68,62
Bright Futures,Clothing,Blankets,41,247,99,90
Bright Futures,Clothing,Blankets,42,201,92,138
Bright Futures,Clothing,Blankets,43,156,100,145
Bright Futures,Clothing,Blankets,44,119,118,155
Bright Futures,Clothing,Blankets,45,98,90,111
Bright Futures,Clothing,Blankets,46,39,60,119
Bright Futures,Clothing,Blankets,47,52,137,124
Bright Futures,Clothing,Blankets,48,91,101,62
Bright Futures,Clothing,Blankets,49,112,98,77
Bright Futures,Clothing,Blankets,50,97,96,111
Bright Futures,Clothing,Blankets,51,48,56,105
Bright Futures,Clothing,Blankets,52,75,143,116
Bright Futures,Clothing,Blankets,53,60,111,126
Bright Futures,Clothing,Blankets,54,61,78,77
Bright Futures,Clothing,Blankets,55,122,133,72
Bright Futures,Clothing,Blankets,56,47,78,153
Bright Futures,Clothing,Blankets,57,113,128,62
Bright Futures,Clothing,Blankets,58,25,52,140
Bright Futures,Clothing,Blankets,59,83,142,84
Bright Futures,Clothing,Blankets,60,15,57,125
Bright Futures,Clothing,Blankets,61,52,78,41
Bright Futures,Clothing,Blankets,62,3,99,148
Bright Futures,Clothing,Blankets,63,0,114,147
Bright Futures,Clothing,Blankets,64,0,69,91
Bright Futures,Clothing,Blankets,65,58,134,76
Bright Futures,Clothing,Blankets,66,113,121,66
Bright Futures,Clothing,Blankets,67,71,96,138
